"ID","Weightvar","age","state","region","income","ethnicity","education","party","candidate","headline_id","accuracy","headline_value","headline_status","fact_check_link","guessed_correctly"
"1147334250",0.6520319425082,33,"Pennsylvania","Northeast","Less than $25,000","White","High school graduate (includes equivalency)","Democrat","Hillary Clinton","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1439721630",0.59302385498398,37,"New York","Northeast","$35,000 to $49,999","White","Ph.D.","Democrat","Hillary Clinton","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1141080229",0.640154273184131,35,"New York","Northeast","$35,000 to $49,999","White","Bachelor's degree","Democrat","Hillary Clinton","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1146852287",0.953474666605395,23,"Oklahoma","South","Less than $25,000","White","Associate's degree","Republican","Donald Trump","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1144680789",0.63848155421099,35,"Illinois","Midwest","$50,000 to $74,999","White","Some college, no degree","Democrat","Hillary Clinton","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1439726746",1.64481488098419,66,"North Carolina","South","$35,000 to $49,999","Black or African American","Some college, no degree","Democrat",NA,"J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1439727398",1.91596266000488,37,"Texas","South","$35,000 to $49,999","Black or African American","Associate's degree","Democrat",NA,"J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1069849580",1.0026439031407,59,"Illinois","Midwest","$35,000 to $49,999","Other race","Ph.D.","Democrat","Hillary Clinton","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1439725498",0.833261508120751,19,"Ohio","Midwest","$50,000 to $74,999","White","Associate's degree","Other","Hillary Clinton","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1439730094",0.756146757569984,36,"Illinois","Midwest","$25,000 to $34,999","White","Some college, no degree","Republican","Donald Trump","J","not very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","no"
"1140725033",1.37696520825518,34,"California","West","$75,000 to $99,999","White","Graduate or professional degree","Republican","Donald Trump","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1146958262",1.05277444530052,19,"New Jersey","Northeast","$50,000 to $74,999","Other race","High school graduate (includes equivalency)","Democrat",NA,"J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1426924281",1.49881011443804,34,"Iowa","Midwest","$75,000 to $99,999","White","Graduate or professional degree","Democrat","Hillary Clinton","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1144642013",1.06591561391398,28,"Florida","South","$75,000 to $99,999","White","Graduate or professional degree","Democrat","Hillary Clinton","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1146916693",1.76429378842281,26,"New York","Northeast","Less than $25,000","White","Some college, no degree","Democrat","Hillary Clinton","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1439739824",0.732946304425445,70,"Delaware","South","$35,000 to $49,999","White","Ph.D.","Republican","Donald Trump","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1439729256",1.49881011443804,31,"Michigan","Midwest","$75,000 to $99,999","White","Graduate or professional degree","Democrat","Hillary Clinton","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1439743952",0.67075532355674,55,"Tennessee","South","$50,000 to $74,999","White","Ph.D.","Republican","Donald Trump","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1141656093",0.765521993084965,34,"Washington","West","$50,000 to $74,999","White","Graduate or professional degree","Independent",NA,"J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1141823730",0.773936143489965,32,"New York","Northeast","$35,000 to $49,999","White","Graduate or professional degree","Democrat",NA,"J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1439735765",0.658581831271147,47,"Florida","South","$25,000 to $34,999","White","Some college, no degree","Republican",NA,"J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1144904834",1.37696520825518,32,"California","West","$75,000 to $99,999","White","Graduate or professional degree","Independent",NA,"J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1439748530",3.44718368588576,29,"Maine","Northeast","$75,000 to $99,999","White","Ph.D.","Republican","Donald Trump","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1439749403",1.3861850753196,36,"New York","Northeast","$25,000 to $34,999","Black or African American","Some college, no degree","Democrat",NA,"J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1146732767",0.635276804824806,30,"Colorado","West","$25,000 to $34,999","White","Some college, no degree","Republican","Donald Trump","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1145002115",0.585836757813313,44,"New York","Northeast","$50,000 to $74,999","White","Graduate or professional degree","Republican","Donald Trump","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1439766115",0.710922452758741,51,"Texas","South","$25,000 to $34,999","White","Associate's degree","Independent",NA,"J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1144739100",0.836499534305318,31,"California","West","$35,000 to $49,999","White","Graduate or professional degree","Democrat",NA,"J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1147102905",1.07976634310186,40,"Texas","South","$75,000 to $99,999","White","Graduate or professional degree","Republican","Donald Trump","J","not very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","no"
"C1439771301",0.633194584865808,47,"California","West","$50,000 to $74,999","White","Ph.D.","Democrat","Hillary Clinton","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1147212536",0.708267147544739,32,"New York","Northeast","$50,000 to $74,999","White","Bachelor's degree","Democrat",NA,"J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1143502354",0.773936143489965,32,"New York","Northeast","$35,000 to $49,999","White","Ph.D.","Democrat",NA,"J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1146289629",0.708267147544739,34,"New York","Northeast","$50,000 to $74,999","White","Graduate or professional degree","Democrat","Hillary Clinton","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1142221058",0.963656965736794,31,"New York","Northeast","$75,000 to $99,999","White","Graduate or professional degree","Democrat","Hillary Clinton","J","not at all accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","no"
"1142142128",0.640154273184131,39,"New York","Northeast","$35,000 to $49,999","White","Graduate or professional degree","Democrat","Donald Trump","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1144571317",1.49881011443804,31,"Illinois","Midwest","$75,000 to $99,999","White","Graduate or professional degree","Democrat","Hillary Clinton","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1145457883",0.708267147544739,29,"New York","Northeast","$50,000 to $74,999","White","Graduate or professional degree","Republican",NA,"J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1106137920",0.779571624744114,68,"Ohio","Midwest","$35,000 to $49,999","White","Ph.D.","Democrat","Hillary Clinton","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1143426269",0.78342505500703,32,"Virginia","South","$50,000 to $74,999","White","Ph.D.","Democrat","Hillary Clinton","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1146390969",0.78342505500703,32,"North Carolina","South","$50,000 to $74,999","White","Ph.D.","Independent","Hillary Clinton","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1146162292",0.689224711354068,46,"Ohio","Midwest","$50,000 to $74,999","White","Bachelor's degree","Republican","Donald Trump","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1145525025",0.585836757813313,36,"New York","Northeast","$50,000 to $74,999","White","Graduate or professional degree","Democrat",NA,"J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1004127588",1.28325595005508,62,"Ohio","Midwest","$75,000 to $99,999","White","Graduate or professional degree","Independent","Other","J","not very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","no"
"1146684707",0.708267147544739,34,"New York","Northeast","$50,000 to $74,999","White","Graduate or professional degree","Democrat","Hillary Clinton","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1440203488",1.42039486093722,36,"Mississippi","South","$25,000 to $34,999","Black or African American","Associate's degree","Democrat",NA,"J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1145988747",0.691491182806157,26,"Ohio","Midwest","$25,000 to $34,999","White","Associate's degree","Republican","Donald Trump","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1138071326",0.585416826972958,31,"New York","Northeast","$35,000 to $49,999","White","Associate's degree","Democrat","Hillary Clinton","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1440207122",1.35882901277459,27,"Missouri","Midwest","$25,000 to $34,999","Other race","Some college, no degree","Republican","Donald Trump","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1143514111",0.78342505500703,24,"Georgia","South","$50,000 to $74,999","White","Ph.D.","Republican","Donald Trump","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1440207579",0.579052238275037,33,"California","West","$50,000 to $74,999","White","Graduate or professional degree","Democrat",NA,"J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1440209462",0.862385727585071,40,"Wisconsin","Midwest","$35,000 to $49,999","Other race","Some college, no degree","Republican","Donald Trump","J","not very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","no"
"1147343373",1.90691563484602,21,"California","West","Less than $25,000","Other race","Some college, no degree","Independent",NA,"J","not at all accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","no"
"C1440210197",0.851934124381152,37,"Minnesota","Midwest","$50,000 to $74,999","Other race","Some college, no degree","Republican","Hillary Clinton","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1145379134",0.756146757569984,36,"Illinois","Midwest","$25,000 to $34,999","White","Graduate or professional degree","Democrat","Hillary Clinton","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1440215841",1.58078026862572,63,"Louisiana","South","$35,000 to $49,999","Black or African American","Associate's degree","Democrat",NA,"J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1131145523",0.579052238275037,32,"Arizona","West","$50,000 to $74,999","White","Graduate or professional degree","Republican",NA,"J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1101273612",1.20650582495683,61,"Florida","South","$75,000 to $99,999","White","Ph.D.","Democrat","Hillary Clinton","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1094278742",1.20650582495683,73,"Virginia","South","$75,000 to $99,999","White","Associate's degree","Republican","Donald Trump","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1143877360",0.708084369606574,35,"Georgia","South","$35,000 to $49,999","White","Ph.D.","Democrat","Hillary Clinton","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1144858450",2.31636781049564,33,"Florida","South","$35,000 to $49,999","White","Associate's degree","Democrat",NA,"J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1102653963",0.710922452758741,44,"Tennessee","South","$25,000 to $34,999","White","Graduate or professional degree","Independent","Hillary Clinton","J","not very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","no"
"1142096979",4.05553961782334,34,"Ohio","Midwest","$75,000 to $99,999","White","Graduate or professional degree","Independent","Donald Trump","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1440240118",0.650133856715106,19,"Arkansas","South","$25,000 to $34,999","White","Associate's degree","Republican",NA,"J","not very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","no"
"1143159969",1.71895707497091,28,"California","West","$25,000 to $34,999","White","Some college, no degree","Democrat","Hillary Clinton","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1440238385",0.708267147544739,29,"New York","Northeast","$50,000 to $74,999","White","Graduate or professional degree","Republican","Donald Trump","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1144405559",0.856062529354088,33,"Georgia","South","$35,000 to $49,999","White","Graduate or professional degree","Republican","Donald Trump","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1133658210",0.535743820278378,34,"New York","Northeast","$50,000 to $74,999","White","Graduate or professional degree","Democrat","Hillary Clinton","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1112060214",2.85490745577915,36,"Arizona","West","$75,000 to $99,999","White","Graduate or professional degree","Democrat",NA,"J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1079858783",1.23972721460262,46,"Minnesota","Midwest","$75,000 to $99,999","White","Bachelor's degree","Democrat","Hillary Clinton","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1136022106",1.16558049523274,35,"Florida","South","$75,000 to $99,999","White","Graduate or professional degree","Republican","Donald Trump","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1146211578",0.773936143489965,31,"New York","Northeast","$35,000 to $49,999","White","Ph.D.","Republican","Donald Trump","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1134863646",0.585416826972958,34,"New York","Northeast","$35,000 to $49,999","White","Graduate or professional degree","Democrat","Hillary Clinton","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1144100674",0.697680181084948,36,"Illinois","Midwest","$35,000 to $49,999","White","Ph.D.","Republican","Donald Trump","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1129501436",1.35937957336535,28,"Illinois","Midwest","$50,000 to $74,999","Black or African American","Graduate or professional degree","Democrat","Hillary Clinton","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1136107560",0.586576563496743,47,"Idaho","West","$50,000 to $74,999","White","Bachelor's degree","Democrat","Hillary Clinton","J","not at all accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","no"
"1101278505",0.719067396589376,80,"Oregon","West","$25,000 to $34,999","White","Some college, no degree","Republican","Donald Trump","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1144803506",1.06591561391398,34,"Florida","South","$75,000 to $99,999","White","Graduate or professional degree","Democrat",NA,"J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1101300837",1.20650582495683,75,"Tennessee","South","$75,000 to $99,999","White","Ph.D.","Independent","Other","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1440272029",2.11982246287929,28,"Texas","South","$50,000 to $74,999","Black or African American","Ph.D.","Independent","Donald Trump","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1141634987",0.756146757569984,46,"Ohio","Midwest","$25,000 to $34,999","White","Some college, no degree","Republican","Donald Trump","J","not very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","no"
